sku,description,short_description,imp_desc
NEWMOB00351,"<ul><li>32 GB ROM</li>
<li>4.7 inch Retina HD Display</li>
<li>8MP Rear Camera | 1.2MP Front Camera</li>
<li>Li-Ion Battery</li>
<li>A8 Chip with 64-bit Architecture</li>
<li>M8 Motion Co-processor</li></ul>","<ul><li>32 GB ROM</li>
<li>4.7 inch Retina HD Display</li>
<li>8MP Rear Camera | 1.2MP Front Camera</li>
<li>Li-Ion Battery</li>
<li>A8 Chip with 64-bit Architecture</li>
<li>M8 Motion Co-processor</li></ul>","<ul><li>32 GB ROM</li>
<li>4.7 inch Retina HD Display</li>
<li>8MP Rear Camera | 1.2MP Front Camera</li>
<li>Li-Ion Battery</li>
<li>A8 Chip with 64-bit Architecture</li>
<li>M8 Motion Co-processor</li></ul>"
NEWMOB00137,"<ul><li>3 GB RAM | 32 GB ROM | Expandable Upto 2 TB</li>
<li>5.0 inch Full HD Display</li>
<li>20MP Rear Camera | 2.0MP Front Camera</li>
<li>2840 mAh Battery</li>
<li>2.2GHz Processor</li></ul>","<ul><li>3 GB RAM | 32 GB ROM | Expandable Upto 2 TB</li>
<li>5.0 inch Full HD Display</li>
<li>20MP Rear Camera | 2.0MP Front Camera</li>
<li>2840 mAh Battery</li>
<li>2.2GHz Processor</li></ul>","<ul><li>3 GB RAM | 32 GB ROM | Expandable Upto 2 TB</li>
<li>5.0 inch Full HD Display</li>
<li>20MP Rear Camera | 2.0MP Front Camera</li>
<li>2840 mAh Battery</li>
<li>2.2GHz Processor</li></ul>"
NEWMOB00156,"<ul><li>Android OS, v4.0 (Ice Cream Sandwich)</li>
<li>Dual SIM (GSM +GSM)</li> 
<li>1 Ghz Processor</li>
<li>3 MP Rear camera </li>
<li>Front Digital Camera</li>
<li>1450mAh Battery</li></ul>
","<ul><li>Android OS, v4.0 (Ice Cream Sandwich)</li>
<li>Dual SIM (GSM +GSM)</li> 
<li>1 Ghz Processor</li>
<li>3 MP Rear camera </li>
<li>Front Digital Camera</li>
<li>1450mAh Battery</li></ul>
","<ul><li>Android OS, v4.0 (Ice Cream Sandwich)</li>
<li>Dual SIM (GSM +GSM)</li> 
<li>1 Ghz Processor</li>
<li>3 MP Rear camera </li>
<li>Front Digital Camera</li>
<li>1450mAh Battery</li></ul>
"
NEWMOB00123,"<ul><li>1 GB RAM | 8 GB ROM | Expandable Upto 32 GB</li>
<li>4.5 inch FWVGA Display</li>
<li>8MP Rear Camera | 2MP Front Camera</li>
<li>2000 mAh Battery</li>
<li>SC7731G Processor</li></ul>
","<ul><li>1 GB RAM | 8 GB ROM | Expandable Upto 32 GB</li>
<li>4.5 inch FWVGA Display</li>
<li>8MP Rear Camera | 2MP Front Camera</li>
<li>2000 mAh Battery</li>
<li>SC7731G Processor</li></ul>
","<ul><li>1 GB RAM | 8 GB ROM | Expandable Upto 32 GB</li>
<li>4.5 inch FWVGA Display</li>
<li>8MP Rear Camera | 2MP Front Camera</li>
<li>2000 mAh Battery</li>
<li>SC7731G Processor</li></ul>
"
NEWMOB00169,"<ul><li>256 MB RAM | 512 MB ROM | Expandable Upto 32 GB</li>
<li>3.5 inch HVGA Display</li>
<li>2MP Rear Camera | 0.3MP Front Camera</li>
<li>1450 mAh Li-Ion Battery</li></ul>
","<ul><li>256 MB RAM | 512 MB ROM | Expandable Upto 32 GB</li>
<li>3.5 inch HVGA Display</li>
<li>2MP Rear Camera | 0.3MP Front Camera</li>
<li>1450 mAh Li-Ion Battery</li></ul>
","<ul><li>256 MB RAM | 512 MB ROM | Expandable Upto 32 GB</li>
<li>3.5 inch HVGA Display</li>
<li>2MP Rear Camera | 0.3MP Front Camera</li>
<li>1450 mAh Li-Ion Battery</li></ul>
"
NEWMOB00234,"<ul><li>2 GB RAM | 16 GB ROM | Expandable Upto 32 GB
<li>5 inch HD Display
<li>8MP Rear Camera | 5MP Front Camera
<li>3200 mAh Li-Polymer Battery
<li>0 0 Quad Core 1.3GHz Processor</li></ul>
","<ul><li>2 GB RAM | 16 GB ROM | Expandable Upto 32 GB
<li>5 inch HD Display
<li>8MP Rear Camera | 5MP Front Camera
<li>3200 mAh Li-Polymer Battery
<li>0 0 Quad Core 1.3GHz Processor</li></ul>
","<ul><li>2 GB RAM | 16 GB ROM | Expandable Upto 32 GB
<li>5 inch HD Display
<li>8MP Rear Camera | 5MP Front Camera
<li>3200 mAh Li-Polymer Battery
<li>0 0 Quad Core 1.3GHz Processor</li></ul>
"
NEWMOB00252,"<ul><li>1 GB RAM | 8 GB ROM | Expandable Upto 128 GB</li>
<li>4.7 inch quarter HD Display</li>
<li>5MP Rear Camera | 2MP Front Camera</li>
<li>2000 mAh Battery</li>
<li>Exynos 3475 Quad Core 1.3GHz Processor</li></ul>
","<ul><li>1 GB RAM | 8 GB ROM | Expandable Upto 128 GB</li>
<li>4.7 inch quarter HD Display</li>
<li>5MP Rear Camera | 2MP Front Camera</li>
<li>2000 mAh Battery</li>
<li>Exynos 3475 Quad Core 1.3GHz Processor</li></ul>
","<ul><li>1 GB RAM | 8 GB ROM | Expandable Upto 128 GB</li>
<li>4.7 inch quarter HD Display</li>
<li>5MP Rear Camera | 2MP Front Camera</li>
<li>2000 mAh Battery</li>
<li>Exynos 3475 Quad Core 1.3GHz Processor</li></ul>
"
OPMBNTF0383,"<ul><li>4.5 inch FWVGA Display</li>
<li>1GB RAM | 8GB ROM | Expandable Upto 64GB</li>
<li>5MP Rear Camera | 5MP Selfie Camera</li>
<li>1.3 GHz Quad Core Processor</li>
<li>Android v6.0 (Marshmallow) OS</li>
<li>2000 mAh Lithium-ion Battery</li></ul>
","<ul><li>4.5 inch FWVGA Display</li>
<li>1GB RAM | 8GB ROM | Expandable Upto 64GB</li>
<li>5MP Rear Camera | 5MP Selfie Camera</li>
<li>1.3 GHz Quad Core Processor</li>
<li>Android v6.0 (Marshmallow) OS</li>
<li>2000 mAh Lithium-ion Battery</li></ul>
","<ul><li>4.5 inch FWVGA Display</li>
<li>1GB RAM | 8GB ROM | Expandable Upto 64GB</li>
<li>5MP Rear Camera | 5MP Selfie Camera</li>
<li>1.3 GHz Quad Core Processor</li>
<li>Android v6.0 (Marshmallow) OS</li>
<li>2000 mAh Lithium-ion Battery</li></ul>
"
OPMBNTF0619,"<ul><li>2 GB RAM | 16 GB ROM | Expandable Upto 64 GB</li>
<li>5.5 inch Full HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>3000 mAh Li-Polymer Battery</li>
<li>Intel Intel Atom Z3560 Quad Core 1.8GHz Processor</li></ul>
","<ul><li>2 GB RAM | 16 GB ROM | Expandable Upto 64 GB</li>
<li>5.5 inch Full HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>3000 mAh Li-Polymer Battery</li>
<li>Intel Intel Atom Z3560 Quad Core 1.8GHz Processor</li></ul>
","<ul><li>2 GB RAM | 16 GB ROM | Expandable Upto 64 GB</li>
<li>5.5 inch Full HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>3000 mAh Li-Polymer Battery</li>
<li>Intel Intel Atom Z3560 Quad Core 1.8GHz Processor</li></ul>
"
OPMBNTF0367,"<ul><li>3 GB RAM | 16 GB ROM | Expandable Upto 64 GB</li>
<li>5 inch Full HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>3000 mAh Battery</li>
<li>Kirin 920 Processor</li></ul>
","<ul><li>3 GB RAM | 16 GB ROM | Expandable Upto 64 GB</li>
<li>5 inch Full HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>3000 mAh Battery</li>
<li>Kirin 920 Processor</li></ul>
","<ul><li>3 GB RAM | 16 GB ROM | Expandable Upto 64 GB</li>
<li>5 inch Full HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>3000 mAh Battery</li>
<li>Kirin 920 Processor</li></ul>
"
OPMBNTF0119,"<ul><li>2 GB RAM | 16 GB ROM | Expandable Upto 32 GB</li>
<li>5.5 inch Full HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>2900 mAh Li-Ion Battery</li>
<li>Cortex-A53 (MediaTek MT6752 64-bit 4G LTE) Processor</li></ul>","<ul><li>2 GB RAM | 16 GB ROM | Expandable Upto 32 GB</li>
<li>5.5 inch Full HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>2900 mAh Li-Ion Battery</li>
<li>Cortex-A53 (MediaTek MT6752 64-bit 4G LTE) Processor</li></ul>","<ul><li>2 GB RAM | 16 GB ROM | Expandable Upto 32 GB</li>
<li>5.5 inch Full HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>2900 mAh Li-Ion Battery</li>
<li>Cortex-A53 (MediaTek MT6752 64-bit 4G LTE) Processor</li></ul>"
OPMBNTF0132,"<ul><li>3 GB RAM | 16 GB ROM</li>
<li>5 inch Full HD Display</li>
<li>13MP Rear Camera | 8MP Front Camera</li>
<li>3080 mAh Lithium-ion Polymer Battery</li>
<li>Qualcomm MSM8274AC Snapdragon 801 Krait 400 Processor</li></ul>
","<ul><li>3 GB RAM | 16 GB ROM</li>
<li>5 inch Full HD Display</li>
<li>13MP Rear Camera | 8MP Front Camera</li>
<li>3080 mAh Lithium-ion Polymer Battery</li>
<li>Qualcomm MSM8274AC Snapdragon 801 Krait 400 Processor</li></ul>
","<ul><li>3 GB RAM | 16 GB ROM</li>
<li>5 inch Full HD Display</li>
<li>13MP Rear Camera | 8MP Front Camera</li>
<li>3080 mAh Lithium-ion Polymer Battery</li>
<li>Qualcomm MSM8274AC Snapdragon 801 Krait 400 Processor</li></ul>
"
OPMBNTF0536,"<ul><li>2 GB RAM | 16 GB ROM</li>
<li>5 inch Full HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>3030 mAh Li-ion Polymer Battery</li>
<li>qualcomm 2nd-gen Snapdragon 615 64-bit octa-core Octa Core 1.7GHz Processor</li></ul>
","<ul><li>2 GB RAM | 16 GB ROM</li>
<li>5 inch Full HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>3030 mAh Li-ion Polymer Battery</li>
<li>qualcomm 2nd-gen Snapdragon 615 64-bit octa-core Octa Core 1.7GHz Processor</li></ul>
","<ul><li>2 GB RAM | 16 GB ROM</li>
<li>5 inch Full HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>3030 mAh Li-ion Polymer Battery</li>
<li>qualcomm 2nd-gen Snapdragon 615 64-bit octa-core Octa Core 1.7GHz Processor</li></ul>
"
OPMBNTF0229,"<ul><li>2 GB RAM | 16 GB ROM</li>
<li>5 inch Full HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>3030 mAh Li-ion Polymer Battery</li>
<li>qualcomm 2nd-gen Snapdragon 615 64-bit octa-core Octa Core 1.7GHz Processor</li></ul>
","<ul><li>2 GB RAM | 16 GB ROM</li>
<li>5 inch Full HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>3030 mAh Li-ion Polymer Battery</li>
<li>qualcomm 2nd-gen Snapdragon 615 64-bit octa-core Octa Core 1.7GHz Processor</li></ul>
","<ul><li>2 GB RAM | 16 GB ROM</li>
<li>5 inch Full HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>3030 mAh Li-ion Polymer Battery</li>
<li>qualcomm 2nd-gen Snapdragon 615 64-bit octa-core Octa Core 1.7GHz Processor</li></ul>
"
OPMBNTF0273,"<ul><li>16 GB ROM</li>
<li>3.5 inch Retina HD Display</li>
<li>8MP Rear Camera</li>
<li>Li-Ion Battery</li></ul>
","<ul><li>16 GB ROM</li>
<li>3.5 inch Retina HD Display</li>
<li>8MP Rear Camera</li>
<li>Li-Ion Battery</li></ul>
","<ul><li>16 GB ROM</li>
<li>3.5 inch Retina HD Display</li>
<li>8MP Rear Camera</li>
<li>Li-Ion Battery</li></ul>
"
OPMBNTF0087,"<ul><li>2 GB RAM | 16 GB ROM | Expandable Upto 64 GB</li>
<li>5.5 inch HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>3000 mAh Li-Polymer Battery</li>
<li>Intel Atom Z3560 Processor</li></ul>
","<ul><li>2 GB RAM | 16 GB ROM | Expandable Upto 64 GB</li>
<li>5.5 inch HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>3000 mAh Li-Polymer Battery</li>
<li>Intel Atom Z3560 Processor</li></ul>
","<ul><li>2 GB RAM | 16 GB ROM | Expandable Upto 64 GB</li>
<li>5.5 inch HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>3000 mAh Li-Polymer Battery</li>
<li>Intel Atom Z3560 Processor</li></ul>
"
OPMBNTF0182,"<ul><li>Dual Sim, VoLTE, 4G, 3G, Wi-Fi</li>
<li>Octa Core, 1.5 GHz Processor</li>
<li>3 GB RAM, 16 GB inbuilt</li>
<li>3000 mAh Battery</li>
<li>5.5 inches, 1080 x 1920 px display</li>
<li>13 MP Rear + 13 MP Front Camera</li>
<li>Memory Card Supported, upto 128 GB
<li>Android, v5.0</li></ul>
","<ul><li>Dual Sim, VoLTE, 4G, 3G, Wi-Fi</li>
<li>Octa Core, 1.5 GHz Processor</li>
<li>3 GB RAM, 16 GB inbuilt</li>
<li>3000 mAh Battery</li>
<li>5.5 inches, 1080 x 1920 px display</li>
<li>13 MP Rear + 13 MP Front Camera</li>
<li>Memory Card Supported, upto 128 GB
<li>Android, v5.0</li></ul>
","<ul><li>Dual Sim, VoLTE, 4G, 3G, Wi-Fi</li>
<li>Octa Core, 1.5 GHz Processor</li>
<li>3 GB RAM, 16 GB inbuilt</li>
<li>3000 mAh Battery</li>
<li>5.5 inches, 1080 x 1920 px display</li>
<li>13 MP Rear + 13 MP Front Camera</li>
<li>Memory Card Supported, upto 128 GB
<li>Android, v5.0</li></ul>
"
OPMBNTF0085,"<ul><li>Dual Sim, VoLTE, 4G, 3G, Wi-Fi</li>
<li>Octa Core, 1.5 GHz Processor</li>
<li>3 GB RAM, 16 GB inbuilt</li>
<li>3000 mAh Battery</li>
<li>5.5 inches, 1080 x 1920 px display</li>
<li>13 MP Rear + 13 MP Front Camera</li>
<li>Memory Card Supported, upto 128 GB
<li>Android, v5.0</li></ul>
","<ul><li>Dual Sim, VoLTE, 4G, 3G, Wi-Fi</li>
<li>Octa Core, 1.5 GHz Processor</li>
<li>3 GB RAM, 16 GB inbuilt</li>
<li>3000 mAh Battery</li>
<li>5.5 inches, 1080 x 1920 px display</li>
<li>13 MP Rear + 13 MP Front Camera</li>
<li>Memory Card Supported, upto 128 GB
<li>Android, v5.0</li></ul>
","<ul><li>Dual Sim, VoLTE, 4G, 3G, Wi-Fi</li>
<li>Octa Core, 1.5 GHz Processor</li>
<li>3 GB RAM, 16 GB inbuilt</li>
<li>3000 mAh Battery</li>
<li>5.5 inches, 1080 x 1920 px display</li>
<li>13 MP Rear + 13 MP Front Camera</li>
<li>Memory Card Supported, upto 128 GB
<li>Android, v5.0</li></ul>
"
OPMBNTF0325,"<ul><li>3 GB RAM | 64 GB ROM</li>
<li>5 inch Full HD Display</li>
<li>13MP Rear Camera | 8MP Front Camera</li>
<li>3080 mAh Lithium-ion Polymer Battery</li>
<li>Qualcomm MSM8274AC Snapdragon 801 Krait 400 Processor</li></ul>
","<ul><li>3 GB RAM | 64 GB ROM</li>
<li>5 inch Full HD Display</li>
<li>13MP Rear Camera | 8MP Front Camera</li>
<li>3080 mAh Lithium-ion Polymer Battery</li>
<li>Qualcomm MSM8274AC Snapdragon 801 Krait 400 Processor</li></ul>
","<ul><li>3 GB RAM | 64 GB ROM</li>
<li>5 inch Full HD Display</li>
<li>13MP Rear Camera | 8MP Front Camera</li>
<li>3080 mAh Lithium-ion Polymer Battery</li>
<li>Qualcomm MSM8274AC Snapdragon 801 Krait 400 Processor</li></ul>
"
OPMBNTF0104,"<ul><li>2 GB RAM | 16 GB ROM | Expandable Upto 32 GB</li>
<li>5 inch HD Display</li>
<li>8MP Rear Camera | 2MP Front Camera</li>
<li>2300 mAh Li-Ion Battery</li>
<li>Qualcomm Snapdragon MSM8916 Processor</li></ul>
","<ul><li>2 GB RAM | 16 GB ROM | Expandable Upto 32 GB</li>
<li>5 inch HD Display</li>
<li>8MP Rear Camera | 2MP Front Camera</li>
<li>2300 mAh Li-Ion Battery</li>
<li>Qualcomm Snapdragon MSM8916 Processor</li></ul>
","<ul><li>2 GB RAM | 16 GB ROM | Expandable Upto 32 GB</li>
<li>5 inch HD Display</li>
<li>8MP Rear Camera | 2MP Front Camera</li>
<li>2300 mAh Li-Ion Battery</li>
<li>Qualcomm Snapdragon MSM8916 Processor</li></ul>
"
OPMBNTF0125,"<ul><li>Display.-5.50-inch</li>
<li>Processor -1.5GHz octa-core</li>
<li>Front Camera -5-megapixel</li>
<li>Resolution -1080x1920 pixels</li>
<li>RAM - 2GB</li>
<li>OS - Android 5.1.1</li>
<li>Storage -32GB</li>
<li>Rear Camera -13 megapixel</li></ul>","<ul><li>Display.-5.50-inch</li>
<li>Processor -1.5GHz octa-core</li>
<li>Front Camera -5-megapixel</li>
<li>Resolution -1080x1920 pixels</li>
<li>RAM - 2GB</li>
<li>OS - Android 5.1.1</li>
<li>Storage -32GB</li>
<li>Rear Camera -13 megapixel</li></ul>","<ul><li>Display.-5.50-inch</li>
<li>Processor -1.5GHz octa-core</li>
<li>Front Camera -5-megapixel</li>
<li>Resolution -1080x1920 pixels</li>
<li>RAM - 2GB</li>
<li>OS - Android 5.1.1</li>
<li>Storage -32GB</li>
<li>Rear Camera -13 megapixel</li></ul>"
OPMBNTF0113,"<ul><li>Display.-5.0-inch</li>
<li>Processor -1.2 MHz</li>
<li>Front Camera -8-megapixel</li>
<li>RAM - 1GB</li>
<li>OS - Android (Lollipop)</li>
<li>Storage -16GB</li>
<li>Secndary Camera -2.0 megapixel</li></ul>
","<ul><li>Display.-5.0-inch</li>
<li>Processor -1.2 MHz</li>
<li>Front Camera -8-megapixel</li>
<li>RAM - 1GB</li>
<li>OS - Android (Lollipop)</li>
<li>Storage -16GB</li>
<li>Secndary Camera -2.0 megapixel</li></ul>
","<ul><li>Display.-5.0-inch</li>
<li>Processor -1.2 MHz</li>
<li>Front Camera -8-megapixel</li>
<li>RAM - 1GB</li>
<li>OS - Android (Lollipop)</li>
<li>Storage -16GB</li>
<li>Secndary Camera -2.0 megapixel</li></ul>
"
OPMBNTF0112,"<ul><li>2 GB RAM | 16 GB ROM | Expandable Upto 32 GB</li>
<li>5 inch HD Display</li>
<li>8MP Rear Camera | 2MP Front Camera</li>
<li>2000 mAh Li-Ion Battery</li>
<li>Cortex-A53 Mediatek MT6735P Processor</li></ul>
","<ul><li>2 GB RAM | 16 GB ROM | Expandable Upto 32 GB</li>
<li>5 inch HD Display</li>
<li>8MP Rear Camera | 2MP Front Camera</li>
<li>2000 mAh Li-Ion Battery</li>
<li>Cortex-A53 Mediatek MT6735P Processor</li></ul>
","<ul><li>2 GB RAM | 16 GB ROM | Expandable Upto 32 GB</li>
<li>5 inch HD Display</li>
<li>8MP Rear Camera | 2MP Front Camera</li>
<li>2000 mAh Li-Ion Battery</li>
<li>Cortex-A53 Mediatek MT6735P Processor</li></ul>
"
OPMBNTF0083,"<ul><li>1 GB RAM | 8 GB ROM | Expandable Upto 64 GB</li>
<li>4.5 inch WVGA Display</li>
<li>5MP Rear Camera | 2MP Front Camera</li>
<li>2000 mAh Li-Ion Battery</li>
</li></ul>
","<ul><li>1 GB RAM | 8 GB ROM | Expandable Upto 64 GB</li>
<li>4.5 inch WVGA Display</li>
<li>5MP Rear Camera | 2MP Front Camera</li>
<li>2000 mAh Li-Ion Battery</li>
</li></ul>
","<ul><li>1 GB RAM | 8 GB ROM | Expandable Upto 64 GB</li>
<li>4.5 inch WVGA Display</li>
<li>5MP Rear Camera | 2MP Front Camera</li>
<li>2000 mAh Li-Ion Battery</li>
</li></ul>
"
OPMBNTF0089,"<ul><li>1 GB RAM | 8 GB ROM | Expandable Upto 64 GB</li>
<li>4.5 inch WVGA Display</li>
<li>5MP Rear Camera | 2MP Front Camera</li>
<li>2000 mAh Li-Ion Battery</li>
</li></ul>
","<ul><li>1 GB RAM | 8 GB ROM | Expandable Upto 64 GB</li>
<li>4.5 inch WVGA Display</li>
<li>5MP Rear Camera | 2MP Front Camera</li>
<li>2000 mAh Li-Ion Battery</li>
</li></ul>
","<ul><li>1 GB RAM | 8 GB ROM | Expandable Upto 64 GB</li>
<li>4.5 inch WVGA Display</li>
<li>5MP Rear Camera | 2MP Front Camera</li>
<li>2000 mAh Li-Ion Battery</li>
</li></ul>
"
OPMBNTF0052,"<ul><li>1 GB RAM | 8 GB ROM | Expandable Upto 64 GB</li>
<li>4.5 inch WVGA Display</li>
<li>5MP Rear Camera | 2MP Front Camera</li>
<li>2000 mAh Li-Ion Battery</li>
</li></ul>
","<ul><li>1 GB RAM | 8 GB ROM | Expandable Upto 64 GB</li>
<li>4.5 inch WVGA Display</li>
<li>5MP Rear Camera | 2MP Front Camera</li>
<li>2000 mAh Li-Ion Battery</li>
</li></ul>
","<ul><li>1 GB RAM | 8 GB ROM | Expandable Upto 64 GB</li>
<li>4.5 inch WVGA Display</li>
<li>5MP Rear Camera | 2MP Front Camera</li>
<li>2000 mAh Li-Ion Battery</li>
</li></ul>
"
OPMBNTF0500,"<ul><li>1 GB RAM | 8 GB ROM | Expandable Upto 64 GB</li>
<li>5 inch WVGA Display</li>
<li>5MP Rear Camera | 2MP Front Camera</li>
<li>2100 mAh Battery</li></ul>","<ul><li>1 GB RAM | 8 GB ROM | Expandable Upto 64 GB</li>
<li>5 inch WVGA Display</li>
<li>5MP Rear Camera | 2MP Front Camera</li>
<li>2100 mAh Battery</li></ul>","<ul><li>1 GB RAM | 8 GB ROM | Expandable Upto 64 GB</li>
<li>5 inch WVGA Display</li>
<li>5MP Rear Camera | 2MP Front Camera</li>
<li>2100 mAh Battery</li></ul>"
OPMBNTF0654,"<ul><li>8MP primary camera and 5MP front facing camera</li>
<li>5-inch (12.7 centimeters)</li>
<li>960 x 540 pixels resolution</li>
<li>Android v4.4 KitKat operating system</li>
<li>1.2GHz quad core processor</li>
<li>1GB RAM and 8GB internal memory expandable up to 64GB</li>
<li>2600mAH lithium-ion battery</li></ul>","<ul><li>8MP primary camera and 5MP front facing camera</li>
<li>5-inch (12.7 centimeters)</li>
<li>960 x 540 pixels resolution</li>
<li>Android v4.4 KitKat operating system</li>
<li>1.2GHz quad core processor</li>
<li>1GB RAM and 8GB internal memory expandable up to 64GB</li>
<li>2600mAH lithium-ion battery</li></ul>","<ul><li>8MP primary camera and 5MP front facing camera</li>
<li>5-inch (12.7 centimeters)</li>
<li>960 x 540 pixels resolution</li>
<li>Android v4.4 KitKat operating system</li>
<li>1.2GHz quad core processor</li>
<li>1GB RAM and 8GB internal memory expandable up to 64GB</li>
<li>2600mAH lithium-ion battery</li></ul>"
OPMBNTF0313,"<ul><li>1.5 GB RAM | 16 GB ROM | Expandable Upto 128 GB</li>
<li>5.5 inch HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>3000 mAh Battery</li>
<li>Exynos 7580 Octa Core 1.5GHz Processor</li></ul>","<ul><li>1.5 GB RAM | 16 GB ROM | Expandable Upto 128 GB</li>
<li>5.5 inch HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>3000 mAh Battery</li>
<li>Exynos 7580 Octa Core 1.5GHz Processor</li></ul>","<ul><li>1.5 GB RAM | 16 GB ROM | Expandable Upto 128 GB</li>
<li>5.5 inch HD Display</li>
<li>13MP Rear Camera | 5MP Front Camera</li>
<li>3000 mAh Battery</li>
<li>Exynos 7580 Octa Core 1.5GHz Processor</li></ul>"
OPMBNTF0487,"<ul><li>1 GB RAM | 16 GB ROM | Expandable Upto 64 GB</li>
<li>4.5 inch quarter HD Display</li>
<li>8MP Rear Camera | 5MP Front Camera</li>
<li>1900 mAh Battery</li>
<li>Quad Core 1.2GHz Processor</li></ul>","<ul><li>1 GB RAM | 16 GB ROM | Expandable Upto 64 GB</li>
<li>4.5 inch quarter HD Display</li>
<li>8MP Rear Camera | 5MP Front Camera</li>
<li>1900 mAh Battery</li>
<li>Quad Core 1.2GHz Processor</li></ul>","<ul><li>1 GB RAM | 16 GB ROM | Expandable Upto 64 GB</li>
<li>4.5 inch quarter HD Display</li>
<li>8MP Rear Camera | 5MP Front Camera</li>
<li>1900 mAh Battery</li>
<li>Quad Core 1.2GHz Processor</li></ul>"
OPMBNTF0317,"<ul><li>Display: 1.5 Inches, 128x128 px</li>
<li>Sim: Dual Sim</li>
<li>Battery: 800 mAh, Li-ion</li>
<li>FM Radio: Yes</li></ul>","<ul><li>Display: 1.5 Inches, 128x128 px</li>
<li>Sim: Dual Sim</li>
<li>Battery: 800 mAh, Li-ion</li>
<li>FM Radio: Yes</li></ul>","<ul><li>Display: 1.5 Inches, 128x128 px</li>
<li>Sim: Dual Sim</li>
<li>Battery: 800 mAh, Li-ion</li>
<li>FM Radio: Yes</li></ul>"
OPMBNTF0156,"<ul><li>Display: 1.5 Inches, 128x128 px</li>
<li>Sim: Dual Sim</li>
<li>Battery: 800 mAh, Li-ion</li>
<li>FM Radio: Yes</li></ul>","<ul><li>Display: 1.5 Inches, 128x128 px</li>
<li>Sim: Dual Sim</li>
<li>Battery: 800 mAh, Li-ion</li>
<li>FM Radio: Yes</li></ul>","<ul><li>Display: 1.5 Inches, 128x128 px</li>
<li>Sim: Dual Sim</li>
<li>Battery: 800 mAh, Li-ion</li>
<li>FM Radio: Yes</li></ul>"
OPMBNTF0318,"<ul><li>Display: 1.5 Inches, 128x128 px</li>
<li>Sim: Dual Sim</li>
<li>Battery: 800 mAh, Li-ion</li>
<li>FM Radio: Yes</li></ul>","<ul><li>Display: 1.5 Inches, 128x128 px</li>
<li>Sim: Dual Sim</li>
<li>Battery: 800 mAh, Li-ion</li>
<li>FM Radio: Yes</li></ul>","<ul><li>Display: 1.5 Inches, 128x128 px</li>
<li>Sim: Dual Sim</li>
<li>Battery: 800 mAh, Li-ion</li>
<li>FM Radio: Yes</li></ul>"
OPMBNTF0197,"<ul><li>1.5 inch NA Display</li>
<li>0MP Rear Camera</li>
<li>800 mAh Battery</li></ul>","<ul><li>1.5 inch NA Display</li>
<li>0MP Rear Camera</li>
<li>800 mAh Battery</li></ul>","<ul><li>1.5 inch NA Display</li>
<li>0MP Rear Camera</li>
<li>800 mAh Battery</li></ul>"
OPMBNTF0670,"<ul><li>5 Inches HD Amoled Display</li>
<li>1.2 GHz Quad Core Processor</li>
<li>1.5 GB RAM and 16 GB ROM</li>
<li>Android OS, v4.4.4 (KitKat)</li> 
<li>8 MP Camera</li> 
<li>2400 mAh Battery</li></ul>","<ul><li>5 Inches HD Amoled Display</li>
<li>1.2 GHz Quad Core Processor</li>
<li>1.5 GB RAM and 16 GB ROM</li>
<li>Android OS, v4.4.4 (KitKat)</li> 
<li>8 MP Camera</li> 
<li>2400 mAh Battery</li></ul>","<ul><li>5 Inches HD Amoled Display</li>
<li>1.2 GHz Quad Core Processor</li>
<li>1.5 GB RAM and 16 GB ROM</li>
<li>Android OS, v4.4.4 (KitKat)</li> 
<li>8 MP Camera</li> 
<li>2400 mAh Battery</li></ul>"
